Run,num_deployments,num_species,num_observations_per_deployment,Window_Size_mean,Mean_Asymptote_Ratio,Window_Size_inverse,Ratio_Exceeded_Threshold
1,4,5,1000,7,0.4182692307692308,21,0.7058823529411765
2,4,5,1000,7,0.8461538461538461,7,0.46153846153846156
3,4,5,1000,140,1,140,1
4,4,5,1000,14,0.33653846153846156,63,0.8
5,4,5,1000,7,0.5240384615384616,21,0.7058823529411765
6,4,5,1000,7,0.25961538461538464,35,0.9
7,4,5,1000,7,0.9615384615384616,7,0.8461538461538461
8,4,5,1000,140,1,140,1
9,4,5,1000,42,0.8125,63,0.8
10,4,5,1000,14,0.5192307692307693,56,1
11,4,5,1000,21,0.3382352941176471,91,0.75
12,4,5,1000,77,0.8125,77,0.75
13,4,5,1000,21,0.35294117647058826,63,0.8
14,4,5,1000,77,0.625,140,1
15,4,5,1000,7,0.9471153846153846,7,0.8076923076923077
16,4,5,1000,7,0.6298076923076923,14,0.7692307692307693
17,4,5,1000,7,0.6298076923076923,21,0.9411764705882353
18,4,5,1000,42,0.84375,56,0.8333333333333334
19,4,5,1000,14,0.3076923076923077,84,1
20,4,5,1000,7,0.25,56,1
21,4,5,1000,70,0.7,133,1
22,4,5,1000,7,0.7692307692307693,14,0.8461538461538461
23,4,5,1000,14,0.625,28,0.6923076923076923
24,4,5,1000,56,0.5833333333333334,126,1
25,4,5,1000,7,0.5048076923076923,21,0.7647058823529411
26,4,5,1000,14,0.5480769230769231,35,0.9
27,4,5,1000,14,0.4230769230769231,42,0.75
28,4,5,1000,7,0.3605769230769231,21,0.7058823529411765
29,4,5,1000,14,0.5192307692307693,49,1
30,4,5,1000,7,0.7548076923076923,14,0.8076923076923077
31,4,5,1000,7,0.23076923076923078,70,1
32,4,5,1000,140,1,140,1
33,4,5,1000,42,0.40625,140,1
34,4,5,1000,35,0.5,70,0.6
35,4,5,1000,7,0.8221153846153846,14,0.9615384615384616
36,4,5,1000,7,0.36538461538461536,35,0.7
37,4,5,1000,21,0.6029411764705882,49,0.8571428571428571
38,4,5,1000,28,0.5192307692307693,70,0.8
39,4,5,1000,63,0.6,140,1
40,4,5,1000,35,0.35,140,1
41,4,5,1000,14,0.3173076923076923,77,1
42,4,5,1000,7,0.5865384615384616,14,0.6538461538461539
43,4,5,1000,14,0.6634615384615384,35,1
44,4,5,1000,7,0.9038461538461539,7,0.6538461538461539
45,4,5,1000,49,0.5357142857142857,126,1
46,4,5,1000,7,0.5384615384615384,21,0.8235294117647058
47,4,5,1000,7,0.8990384615384616,7,0.6346153846153846
48,4,5,1000,7,0.46634615384615385,21,0.7058823529411765
49,4,5,1000,28,0.6153846153846154,49,0.7142857142857143
50,4,5,1000,49,0.6071428571428571,133,1
51,4,5,1000,7,0.9663461538461539,7,0.8653846153846154
52,4,5,1000,14,0.5,49,1
53,4,5,1000,7,0.5336538461538461,14,0.6153846153846154
54,4,5,1000,7,0.6057692307692307,14,0.5769230769230769
55,4,5,1000,7,0.8653846153846154,7,0.5192307692307693
56,4,5,1000,77,0.625,140,1
57,4,5,1000,7,0.7644230769230769,14,0.7307692307692307
58,4,5,1000,21,0.4411764705882353,77,0.75
59,4,5,1000,7,0.20673076923076922,56,0.8333333333333334
60,4,5,1000,14,0.6346153846153846,28,0.9230769230769231
61,4,5,1000,140,1,140,1
62,4,5,1000,28,0.40384615384615385,70,0.6
63,4,5,1000,63,0.65,112,1
64,4,5,1000,21,0.5441176470588235,35,0.7
65,4,5,1000,14,0.5192307692307693,35,0.7
66,4,5,1000,21,0.5588235294117647,56,0.8333333333333334
67,4,5,1000,14,0.22115384615384615,91,0.75
68,4,5,1000,7,0.8509615384615384,7,0.5961538461538461
69,4,5,1000,7,0.5721153846153846,21,0.8823529411764706
70,4,5,1000,28,0.6346153846153846,63,1
71,4,5,1000,7,0.9519230769230769,7,0.8076923076923077
72,4,5,1000,7,0.8461538461538461,7,0.5384615384615384
73,4,5,1000,14,0.4230769230769231,35,0.5
74,4,5,1000,7,0.3701923076923077,21,0.5882352941176471
75,4,5,1000,21,0.7941176470588235,28,0.6923076923076923
76,4,5,1000,14,0.6153846153846154,28,0.6153846153846154
77,4,5,1000,77,0.625,140,1
78,4,5,1000,7,0.8269230769230769,7,0.5
79,4,5,1000,14,0.8461538461538461,21,0.9411764705882353
80,4,5,1000,7,0.8846153846153846,7,0.6346153846153846
81,4,5,1000,21,0.4411764705882353,91,1
82,4,5,1000,14,0.46153846153846156,42,0.875
83,4,5,1000,7,0.6201923076923077,14,0.6923076923076923
84,4,5,1000,42,0.625,84,1
85,4,5,1000,7,0.21153846153846154,56,1
86,4,5,1000,28,0.46153846153846156,56,0.6666666666666666
87,4,5,1000,7,0.875,7,0.5384615384615384
88,4,5,1000,7,0.3317307692307692,35,0.9
89,4,5,1000,21,0.3235294117647059,126,1
90,4,5,1000,14,0.75,21,0.8235294117647058
91,4,5,1000,7,0.5576923076923077,21,0.7058823529411765
92,4,5,1000,7,0.5528846153846154,14,0.8076923076923077
93,4,5,1000,7,0.6971153846153846,14,0.8461538461538461
94,4,5,1000,7,0.46153846153846156,21,0.6470588235294118
95,4,5,1000,7,0.27884615384615385,28,0.5384615384615384
96,4,5,1000,7,0.6538461538461539,14,0.9230769230769231
97,4,5,1000,7,0.6490384615384616,21,0.8823529411764706
98,4,5,1000,21,0.5294117647058824,42,1
99,4,5,1000,14,0.40384615384615385,49,1
100,4,5,1000,7,0.8269230769230769,7,0.4807692307692308
