Run,num_deployments,num_species,num_observations_per_deployment,Window_Size_mean,Mean_Asymptote_Ratio,Window_Size_inverse,Ratio_Exceeded_Threshold
1,4,5,10000,7,1,7,1
2,4,5,10000,7,1,7,1
3,4,5,10000,7,0.7692307692307693,14,0.8461538461538461
4,4,5,10000,7,0.8461538461538461,7,0.5
5,4,5,10000,7,1,7,1
6,4,5,10000,7,0.9326923076923077,7,0.7884615384615384
7,4,5,10000,7,1,7,1
8,4,5,10000,7,0.8942307692307693,7,0.6153846153846154
9,4,5,10000,49,0.6428571428571429,105,1
10,4,5,10000,7,1,7,1
11,4,5,10000,7,1,7,1
12,4,5,10000,7,1,7,1
13,4,5,10000,7,0.6971153846153846,14,0.8846153846153846
14,4,5,10000,7,1,7,1
15,4,5,10000,7,1,7,1
16,4,5,10000,7,1,7,1
17,4,5,10000,7,0.9855769230769231,7,0.9423076923076923
18,4,5,10000,7,1,7,1
19,4,5,10000,7,1,7,1
20,4,5,10000,7,0.9663461538461539,7,0.8846153846153846
21,4,5,10000,7,0.9423076923076923,7,0.8076923076923077
22,4,5,10000,7,1,7,1
23,4,5,10000,7,1,7,1
24,4,5,10000,7,0.7355769230769231,14,0.8461538461538461
25,4,5,10000,14,0.3557692307692308,49,0.7142857142857143
26,4,5,10000,7,0.8365384615384616,7,0.5576923076923077
27,4,5,10000,7,1,7,1
28,4,5,10000,42,0.6875,63,0.8
29,4,5,10000,7,0.8173076923076923,7,0.46153846153846156
30,4,5,10000,7,0.47115384615384615,21,0.8823529411764706
31,4,5,10000,140,1,140,1
32,4,5,10000,7,1,7,1
33,4,5,10000,7,0.34615384615384615,21,0.5294117647058824
34,4,5,10000,7,0.9615384615384616,7,0.8461538461538461
35,4,5,10000,7,0.9903846153846154,7,0.9615384615384616
36,4,5,10000,7,1,7,1
37,4,5,10000,7,0.9519230769230769,7,0.8269230769230769
38,4,5,10000,7,0.7067307692307693,14,0.7692307692307693
39,4,5,10000,7,0.8509615384615384,7,0.5
40,4,5,10000,7,1,7,1
41,4,5,10000,7,0.8605769230769231,7,0.5576923076923077
42,4,5,10000,7,0.7259615384615384,14,0.9230769230769231
43,4,5,10000,14,0.33653846153846156,42,0.5
44,4,5,10000,7,0.9807692307692307,7,0.9230769230769231
45,4,5,10000,7,1,7,1
46,4,5,10000,7,0.6009615384615384,14,0.6538461538461539
47,4,5,10000,7,1,7,1
48,4,5,10000,7,0.7067307692307693,14,0.7692307692307693
49,4,5,10000,7,1,7,1
50,4,5,10000,7,0.8509615384615384,7,0.5384615384615384
51,4,5,10000,21,0.45588235294117646,49,0.7142857142857143
52,4,5,10000,7,1,7,1
53,4,5,10000,7,0.9759615384615384,7,0.9038461538461539
54,4,5,10000,7,0.7115384615384616,14,0.7692307692307693
55,4,5,10000,7,0.9951923076923077,7,0.9807692307692307
56,4,5,10000,7,0.9038461538461539,7,0.6538461538461539
57,4,5,10000,7,0.47596153846153844,28,1
58,4,5,10000,7,1,7,1
59,4,5,10000,7,1,7,1
60,4,5,10000,7,0.8509615384615384,7,0.5384615384615384
61,4,5,10000,7,0.7259615384615384,14,0.7307692307692307
62,4,5,10000,7,0.5480769230769231,21,0.7058823529411765
63,4,5,10000,7,0.9951923076923077,7,0.9807692307692307
64,4,5,10000,7,0.9855769230769231,7,0.9423076923076923
65,4,5,10000,7,0.1778846153846154,56,0.6666666666666666
66,4,5,10000,7,0.8605769230769231,7,0.5192307692307693
67,4,5,10000,7,1,7,1
68,4,5,10000,14,0.6538461538461539,28,0.9230769230769231
69,4,5,10000,7,1,7,1
70,4,5,10000,7,0.9230769230769231,7,0.75
71,4,5,10000,7,0.5769230769230769,21,0.7058823529411765
72,4,5,10000,7,0.9903846153846154,7,0.9615384615384616
73,4,5,10000,21,0.29411764705882354,140,1
74,4,5,10000,7,0.8413461538461539,7,0.5
75,4,5,10000,7,0.9471153846153846,7,0.7884615384615384
76,4,5,10000,7,1,7,1
77,4,5,10000,7,1,7,1
78,4,5,10000,14,0.3076923076923077,63,0.8
79,4,5,10000,7,1,7,1
80,4,5,10000,7,0.9471153846153846,7,0.7884615384615384
81,4,5,10000,7,1,7,1
82,4,5,10000,7,1,7,1
83,4,5,10000,7,1,7,1
84,4,5,10000,7,0.5240384615384616,28,0.9230769230769231
85,4,5,10000,7,0.5096153846153846,28,0.9230769230769231
86,4,5,10000,14,0.5480769230769231,42,0.875
87,4,5,10000,14,0.38461538461538464,63,1
88,4,5,10000,7,1,7,1
89,4,5,10000,7,0.375,28,0.6153846153846154
90,4,5,10000,7,0.7019230769230769,14,0.6538461538461539
91,4,5,10000,7,1,7,1
92,4,5,10000,7,1,7,1
93,4,5,10000,7,0.75,14,0.8076923076923077
94,4,5,10000,7,0.6682692307692307,21,0.8235294117647058
95,4,5,10000,7,0.8365384615384616,7,0.4807692307692308
96,4,5,10000,7,1,7,1
97,4,5,10000,7,1,7,1
98,4,5,10000,7,1,7,1
99,4,5,10000,14,0.7307692307692307,21,0.7058823529411765
100,4,5,10000,7,0.5096153846153846,14,0.5769230769230769
