Run,num_deployments,num_species,num_observations_per_deployment,Window_Size_mean,Mean_Asymptote_Ratio,Window_Size_inverse,Ratio_Exceeded_Threshold
1,4,5,5000,7,0.8798076923076923,7,0.5384615384615384
2,4,5,5000,7,1,7,1
3,4,5,5000,7,0.6298076923076923,14,1
4,4,5,5000,7,1,7,1
5,4,5,5000,7,0.9951923076923077,7,0.9807692307692307
6,4,5,5000,7,1,7,1
7,4,5,5000,7,0.8894230769230769,7,0.6153846153846154
8,4,5,5000,7,0.9230769230769231,7,0.7307692307692307
9,4,5,5000,7,0.9567307692307693,7,0.8653846153846154
10,4,5,5000,7,0.8221153846153846,7,0.5384615384615384
11,4,5,5000,7,0.6682692307692307,14,1
12,4,5,5000,7,0.9759615384615384,7,0.9038461538461539
13,4,5,5000,7,0.8509615384615384,7,0.5
14,4,5,5000,7,0.9615384615384616,7,0.8461538461538461
15,4,5,5000,7,0.7788461538461539,14,1
16,4,5,5000,7,0.9567307692307693,7,0.8653846153846154
17,4,5,5000,7,1,7,1
18,4,5,5000,7,0.9855769230769231,7,0.9423076923076923
19,4,5,5000,7,0.9615384615384616,7,0.8653846153846154
20,4,5,5000,7,1,7,1
21,4,5,5000,7,1,7,1
22,4,5,5000,7,0.8125,7,0.5192307692307693
23,4,5,5000,7,0.9951923076923077,7,0.9807692307692307
24,4,5,5000,7,0.9326923076923077,7,0.75
25,4,5,5000,7,1,7,1
26,4,5,5000,7,0.9951923076923077,7,0.9807692307692307
27,4,5,5000,7,0.9903846153846154,7,0.9615384615384616
28,4,5,5000,7,0.9375,7,0.7692307692307693
29,4,5,5000,7,1,7,1
30,4,5,5000,7,0.9759615384615384,7,0.9230769230769231
31,4,5,5000,7,0.6778846153846154,14,1
32,4,5,5000,7,0.9278846153846154,7,0.7307692307692307
33,4,5,5000,7,0.8990384615384616,7,0.7307692307692307
34,4,5,5000,7,1,7,1
35,4,5,5000,7,0.9855769230769231,7,0.9423076923076923
36,4,5,5000,7,0.8653846153846154,7,0.5384615384615384
37,4,5,5000,7,0.7596153846153846,14,1
38,4,5,5000,7,1,7,1
39,4,5,5000,7,0.9471153846153846,7,0.8076923076923077
40,4,5,5000,7,0.8942307692307693,7,0.6730769230769231
41,4,5,5000,7,0.9663461538461539,7,0.8653846153846154
42,4,5,5000,7,0.7644230769230769,14,1
43,4,5,5000,7,0.9951923076923077,7,0.9807692307692307
44,4,5,5000,7,1,7,1
45,4,5,5000,7,0.8173076923076923,14,1
46,4,5,5000,7,0.9134615384615384,7,0.6730769230769231
47,4,5,5000,7,1,7,1
48,4,5,5000,7,0.9855769230769231,7,0.9423076923076923
49,4,5,5000,14,1,14,1
50,4,5,5000,7,0.9471153846153846,7,0.7884615384615384
51,4,5,5000,7,1,7,1
52,4,5,5000,7,0.9663461538461539,7,0.8653846153846154
53,4,5,5000,7,0.8798076923076923,7,0.6730769230769231
54,4,5,5000,7,1,7,1
55,4,5,5000,7,0.6009615384615384,14,1
56,4,5,5000,7,0.5192307692307693,14,1
57,4,5,5000,7,0.8846153846153846,7,0.5961538461538461
58,4,5,5000,7,0.9807692307692307,7,0.9230769230769231
59,4,5,5000,7,0.5721153846153846,14,1
60,4,5,5000,7,0.7932692307692307,14,1
61,4,5,5000,7,0.9230769230769231,7,0.7115384615384616
62,4,5,5000,7,1,7,1
63,4,5,5000,7,0.9951923076923077,7,0.9807692307692307
64,4,5,5000,7,0.9807692307692307,7,0.9230769230769231
65,4,5,5000,7,0.9230769230769231,7,0.7307692307692307
66,4,5,5000,7,0.9951923076923077,7,0.9807692307692307
67,4,5,5000,7,1,7,1
68,4,5,5000,7,0.9951923076923077,7,0.9807692307692307
69,4,5,5000,7,0.8317307692307693,7,0.5576923076923077
70,4,5,5000,14,1,14,1
71,4,5,5000,7,0.8365384615384616,14,1
72,4,5,5000,14,1,14,1
73,4,5,5000,7,0.9038461538461539,7,0.6346153846153846
74,4,5,5000,7,1,7,1
75,4,5,5000,7,1,7,1
76,4,5,5000,7,0.6153846153846154,14,1
77,4,5,5000,7,0.7451923076923077,7,0.5576923076923077
78,4,5,5000,7,0.9903846153846154,7,0.9615384615384616
79,4,5,5000,14,1,14,1
80,4,5,5000,7,0.9182692307692307,7,0.7307692307692307
81,4,5,5000,7,0.9807692307692307,7,0.9230769230769231
82,4,5,5000,7,1,7,1
83,4,5,5000,7,1,7,1
84,4,5,5000,7,1,7,1
85,4,5,5000,7,0.7932692307692307,14,1
86,4,5,5000,7,1,7,1
87,4,5,5000,7,1,7,1
88,4,5,5000,7,1,7,1
89,4,5,5000,7,0.8990384615384616,7,0.6538461538461539
90,4,5,5000,7,1,7,1
91,4,5,5000,7,0.9951923076923077,7,0.9807692307692307
92,4,5,5000,7,0.8798076923076923,7,0.6346153846153846
93,4,5,5000,7,0.7836538461538461,14,1
94,4,5,5000,7,1,7,1
95,4,5,5000,7,1,7,1
96,4,5,5000,7,0.9182692307692307,7,0.7115384615384616
97,4,5,5000,7,0.9855769230769231,7,0.9423076923076923
98,4,5,5000,7,0.7403846153846154,14,1
99,4,5,5000,7,0.8653846153846154,7,0.6153846153846154
100,4,5,5000,7,0.9951923076923077,7,0.9807692307692307
