project_id,deployment_id,placename,longitude,latitude,start_date,end_date,bait_type,bait_description,feature_type,feature_type_methodology,camera_id,quiet_period,camera_functioning,sensor_height,height_other,sensor_orientation,orientation_other,plot_treatment,plot_treatment_description,detection_distance,subproject_name,subproject_design,event_name,event_description,event_type,recorded_by
2003020,2010.01-CT-VB-1-5,CT-VB-1-5,-84.0217708,10.43618947,2011-01-10 08:06:04,2011-02-10 08:32:02,None,,None,,2005150,0,Camera Functioning,Knee height,,Parallel,,,,,,,2010.01,A TEAM Sampling Unit name,None,
2003020,2009.01-CT-VB-3-5,CT-VB-3-5,-84.08246112,10.27785345,2010-04-08 07:51:43,2010-05-12 07:59:22,None,,None,,2005150,0,Camera Functioning,Knee height,,Parallel,,,,,,,2009.01,A TEAM Sampling Unit name,None,
2003020,2009.01-CT-VB-2-5,CT-VB-2-5,-84.05216996,10.34939259,2010-02-24 09:10:45,2010-03-24 08:02:31,None,,None,,2005150,0,Camera Functioning,Knee height,,Parallel,,,,,,,2009.01,A TEAM Sampling Unit name,None,
2003020,2009.01-CT-VB-1-5,CT-VB-1-5,-84.0217708,10.43618947,2010-01-12 09:59:41,2010-02-11 07:56:50,None,,None,,2005150,0,Camera Functioning,Knee height,,Parallel,,,,,,,2009.01,A TEAM Sampling Unit name,None,
2003020,2016.01-CT-VB-2-6,CT-VB-2-6,-84.06174341,10.35098868,2017-03-01 08:11:34,2017-03-29 07:39:54,None,,None,,2005169,0,Camera Functioning,Knee height,,Parallel,,,,,,,2016.01,A TEAM Sampling Unit name,None,
2003020,2016.01-CT-VB-1-6,CT-VB-1-6,-84.03858716,10.42575926,2017-01-19 08:04:39,2017-02-21 08:05:31,None,,None,,2005169,0,Camera Functioning,Knee height,,Parallel,,,,,,,2016.01,A TEAM Sampling Unit name,None,
2003020,2015.01-CT-VB-3-6,CT-VB-3-6,-84.08354963,10.2685679,2016-03-18 07:37:51,2016-04-19 15:14:55,None,,None,,2005169,0,Camera Functioning,Knee height,,Parallel,,,,,,,2015.01,A TEAM Sampling Unit name,None,
2003020,2015.01-CT-VB-2-6,CT-VB-2-6,-84.06174341,10.35098868,2016-02-16 10:15:48,2016-03-11 02:44:07,None,,None,,2005169,0,Camera Functioning,Knee height,,Parallel,,,,,,,2015.01,A TEAM Sampling Unit name,None,
2003020,2015.01-CT-VB-1-6,CT-VB-1-6,-84.03858716,10.42575926,2016-01-06 08:49:29,2016-02-08 08:43:24,None,,None,,2005169,0,Camera Functioning,Knee height,,Parallel,,,,,,,2015.01,A TEAM Sampling Unit name,None,
2003020,2014.01-CT-VB-3-6,CT-VB-3-6,-84.08354963,10.2685679,2015-03-25 15:35:51,2015-04-28 14:18:03,None,,None,,2005169,0,Camera Functioning,Knee height,,Parallel,,,,,,,2014.01,A TEAM Sampling Unit name,None,
2003020,2014.01-CT-VB-2-6,CT-VB-2-6,-84.06174341,10.35098868,2015-02-17 10:16:19,2015-03-14 00:09:22,None,,None,,2005169,0,Camera Functioning,Knee height,,Parallel,,,,,,,2014.01,A TEAM Sampling Unit name,None,
2003020,2012.01-CT-VB-3-6,CT-VB-3-6,-84.08354963,10.2685679,2013-03-21 10:22:10,2013-04-23 14:53:27,None,,None,,2005169,0,Camera Functioning,Knee height,,Parallel,,,,,,,2012.01,A TEAM Sampling Unit name,None,
2003020,2012.01-CT-VB-2-6,CT-VB-2-6,-84.06174341,10.35098868,2013-02-13 09:37:06,2013-03-13 09:44:44,None,,None,,2005169,0,Camera Functioning,Knee height,,Parallel,,,,,,,2012.01,A TEAM Sampling Unit name,None,
2003020,2012.01-CT-VB-1-6,CT-VB-1-6,-84.03858716,10.42575926,2013-01-08 08:54:40,2013-02-06 08:19:53,None,,None,,2005169,0,Camera Functioning,Knee height,,Parallel,,,,,,,2012.01,A TEAM Sampling Unit name,None,
2003020,2011.01-CT-VB-3-6,CT-VB-3-6,-84.08354963,10.2685679,2012-03-29 16:17:13,2012-05-03 14:13:24,None,,None,,2005169,0,Camera Functioning,Knee height,,Parallel,,,,,,,2011.01,A TEAM Sampling Unit name,None,
2003020,2011.01-CT-VB-2-6,CT-VB-2-6,-84.06174341,10.35098868,2012-02-22 22:49:47,2012-03-22 21:57:24,None,,None,,2005169,0,Camera Functioning,Knee height,,Parallel,,,,,,,2011.01,A TEAM Sampling Unit name,None,
2003020,2011.01-CT-VB-1-6,CT-VB-1-6,-84.03858716,10.42575926,2012-01-11 22:25:40,2012-02-09 20:14:59,None,,None,,2005169,0,Unknown Failure,Knee height,,Parallel,,,,,,,2011.01,A TEAM Sampling Unit name,None,
2003020,2014.01-CT-VB-1-6,CT-VB-1-6,-84.03858716,10.42575926,2015-01-07 10:26:03,2015-02-10 08:26:10,None,,None,,2005169,0,Camera Functioning,Knee height,,Parallel,,,,,,,2014.01,A TEAM Sampling Unit name,None,
2003020,2013.01-CT-VB-3-6,CT-VB-3-6,-84.08354963,10.2685679,2014-03-26 16:32:03,2014-04-24 14:20:15,None,,None,,2005169,0,Camera Functioning,Knee height,,Parallel,,,,,,,2013.01,A TEAM Sampling Unit name,None,
2003020,2013.01-CT-VB-2-6,CT-VB-2-6,-84.06174341,10.35098868,2014-02-19 10:55:03,2014-03-19 08:58:33,None,,None,,2005169,0,Camera Functioning,Knee height,,Parallel,,,,,,,2013.01,A TEAM Sampling Unit name,None,
2003020,2013.01-CT-VB-1-6,CT-VB-1-6,-84.03858716,10.42575926,2014-01-07 09:54:06,2014-02-11 10:09:38,None,,None,,2005169,0,Camera Functioning,Knee height,,Parallel,,,,,,,2013.01,A TEAM Sampling Unit name,None,
2003020,2010.01-CT-VB-3-18,CT-VB-3-18,-84.10928174,10.16448737,2011-03-28 12:57:04,2011-03-28 20:38:00,None,,None,,2005134,0,Camera Functioning,Knee height,,Parallel,,,,,,,2010.01,A TEAM Sampling Unit name,None,
2003020,2010.01-CT-VB-2-18,CT-VB-2-18,-84.05327385,10.32200523,2011-02-18 11:59:25,2011-03-06 14:33:02,None,,None,,2005134,0,Camera Functioning,Knee height,,Parallel,,,,,,,2010.01,A TEAM Sampling Unit name,None,
2003020,2010.01-CT-VB-1-18,CT-VB-1-18,-84.03300414,10.40342321,2011-01-12 10:42:00,2011-01-25 18:49:01,None,,None,,2005134,0,Camera Functioning,Knee height,,Parallel,,,,,,,2010.01,A TEAM Sampling Unit name,None,
2003020,2009.01-CT-VB-3-18,CT-VB-3-18,-84.10928174,10.16448737,2010-04-06 12:58:13,2010-04-29 07:50:01,None,,None,,2005134,0,Camera Functioning,Knee height,,Parallel,,,,,,,2009.01,A TEAM Sampling Unit name,None,
2003020,2009.01-CT-VB-2-18,CT-VB-2-18,-84.05327385,10.32200523,2010-02-25 10:13:35,2010-03-18 08:06:11,None,,None,,2005134,0,Camera Functioning,Knee height,,Parallel,,,,,,,2009.01,A TEAM Sampling Unit name,None,
2003020,2009.01-CT-VB-1-18,CT-VB-1-18,-84.03300414,10.40342321,2010-01-14 10:52:18,2010-02-15 09:15:49,None,,None,,2005134,0,Camera Functioning,Knee height,,Parallel,,,,,,,2009.01,A TEAM Sampling Unit name,None,
2003020,2008.01-CT-VB-3-18,CT-VB-3-18,-84.10928174,10.16448737,2009-04-20 12:53:01,2009-05-25 12:43:22,None,,None,,2005134,0,Camera Functioning,Knee height,,Parallel,,,,,,,2008.01,A TEAM Sampling Unit name,None,
2003020,2008.01-CT-VB-2-18,CT-VB-2-18,-84.05327385,10.32200523,2009-03-09 11:49:10,2009-04-15 09:54:54,None,,None,,2005134,0,Camera Functioning,Knee height,,Parallel,,,,,,,2008.01,A TEAM Sampling Unit name,None,
2003020,2008.01-CT-VB-2-15,CT-VB-2-15,-84.0761271,10.30599836,2009-03-11 13:41:45,2009-04-14 09:36:48,None,,None,,2005134,0,Camera Functioning,Knee height,,Parallel,,,,,,,2008.01,A TEAM Sampling Unit name,None,
2003020,2008.01-CT-VB-1-18,CT-VB-1-18,-84.03300414,10.40342321,2009-01-29 10:08:06,2009-03-02 10:43:43,None,,None,,2005134,0,Camera Functioning,Knee height,,Parallel,,,,,,,2008.01,A TEAM Sampling Unit name,None,
2003020,2007.01-CT-VB-3-18,CT-VB-3-18,-84.10928174,10.16448737,2008-07-14 15:09:54,2008-08-18 12:23:07,None,,None,,2005134,0,Camera Functioning,Knee height,,Parallel,,,,,,,2007.01,A TEAM Sampling Unit name,None,
2003020,2007.01-CT-VB-2-18,CT-VB-2-18,-84.05327385,10.32200523,2008-05-31 12:04:32,2008-07-03 10:01:26,None,,None,,2005134,0,Camera Functioning,Knee height,,Parallel,,,,,,,2007.01,A TEAM Sampling Unit name,None,
2003020,2007.01-CT-VB-1-18,CT-VB-1-18,-84.03300414,10.40342321,2008-04-25 08:45:23,2008-05-26 22:17:52,None,,None,,2005134,0,Camera Functioning,Knee height,,Parallel,,,,,,,2007.01,A TEAM Sampling Unit name,None,
2003020,2010.01-CT-VB-1-13,CT-VB-1-13,-84.01246692,10.41282508,2011-01-11 09:21:02,2011-02-11 08:43:01,None,,None,,2005138,0,Camera Functioning,Knee height,,Parallel,,,,,,,2010.01,A TEAM Sampling Unit name,None,
2003020,2009.01-CT-VB-1-3,CT-VB-1-3,-84.00690003,10.41961083,2010-01-12 12:56:20,2010-02-11 09:57:49,None,,None,,2005138,0,Camera Functioning,Knee height,,Parallel,,,,,,,2009.01,A TEAM Sampling Unit name,None,
2003020,2008.01-CT-VB-3-3,CT-VB-3-3,-84.04105958,10.27211231,2009-04-20 11:18:13,2009-05-28 10:49:45,None,,None,,2005138,0,Camera Functioning,Knee height,,Parallel,,,,,,,2008.01,A TEAM Sampling Unit name,None,
2003020,2008.01-CT-VB-2-3,CT-VB-2-3,-84.05026816,10.37031387,2009-03-10 12:01:06,2009-04-14 13:51:42,None,,None,,2005138,0,Camera Functioning,Knee height,,Parallel,,,,,,,2008.01,A TEAM Sampling Unit name,None,
2003020,2007.01-CT-VB-3-3,CT-VB-3-3,-84.04105958,10.27211231,2008-07-17 11:45:49,2008-08-14 23:18:27,None,,None,,2005138,0,Camera Functioning,Knee height,,Parallel,,,,,,,2007.01,A TEAM Sampling Unit name,None,
2003020,2007.01-CT-VB-2-3,CT-VB-2-3,-84.05026816,10.37031387,2008-05-27 14:05:46,2008-07-01 14:23:34,None,,None,,2005138,0,Camera Functioning,Knee height,,Parallel,,,,,,,2007.01,A TEAM Sampling Unit name,None,
2003020,2007.01-CT-VB-1-3,CT-VB-1-3,-84.00690003,10.41961083,2008-04-30 10:45:51,2008-05-26 07:47:52,None,,None,,2005138,0,Camera Functioning,Knee height,,Parallel,,,,,,,2007.01,A TEAM Sampling Unit name,None,
2003020,2016.01-CT-VB-3-18,CT-VB-3-18,-84.10928174,10.16448737,2017-04-09 10:11:45,2017-05-03 13:48:36,None,,None,,2005186,0,Camera Functioning,Knee height,,Parallel,,,,,,,2016.01,A TEAM Sampling Unit name,None,
2003020,2016.01-CT-VB-3-19,CT-VB-3-19,-84.11199995,10.1562546,2017-04-04 12:24:14,2017-05-03 13:00:21,None,,None,,2005189,0,Camera Functioning,Knee height,,Parallel,,,,,,,2016.01,A TEAM Sampling Unit name,None,
2003020,2016.01-CT-VB-3-2,CT-VB-3-2,-84.04970171,10.27552431,2017-04-03 08:58:30,2017-05-02 11:28:07,None,,None,,2005181,0,Camera Functioning,Knee height,,Parallel,,,,,,,2016.01,A TEAM Sampling Unit name,None,
2003020,2016.01-CT-VB-3-20,CT-VB-3-20,-84.11487785,10.14646036,2017-04-04 11:25:40,2017-05-03 11:39:56,None,,None,,2005190,0,Camera Functioning,Knee height,,Parallel,,,,,,,2016.01,A TEAM Sampling Unit name,None,
2003020,2016.01-CT-VB-3-3,CT-VB-3-3,-84.04105958,10.27211231,2017-04-03 09:45:10,2017-05-02 12:00:14,None,,None,,2005182,0,Camera Functioning,Knee height,,Parallel,,,,,,,2016.01,A TEAM Sampling Unit name,None,
2003020,2016.01-CT-VB-3-4,CT-VB-3-4,-84.07874762,10.28690752,2017-04-06 09:22:24,2017-05-05 09:14:55,None,,None,,2005174,0,Camera Functioning,Knee height,,Parallel,,,,,,,2016.01,A TEAM Sampling Unit name,None,
2003020,2016.01-CT-VB-3-5,CT-VB-3-5,-84.08246112,10.27785345,2017-04-06 08:37:55,2017-05-05 08:38:06,None,,None,,2005168,0,Camera Functioning,Knee height,,Parallel,,,,,,,2016.01,A TEAM Sampling Unit name,None,
2003020,2016.01-CT-VB-3-6,CT-VB-3-6,-84.08354963,10.2685679,2017-04-06 07:34:11,2017-05-05 07:23:52,None,,None,,2005169,0,Camera Functioning,Knee height,,Parallel,,,,,,,2016.01,A TEAM Sampling Unit name,None,
2003020,2016.01-CT-VB-3-7,CT-VB-3-7,-84.08402739,10.25923167,2017-04-05 18:20:04,2017-05-04 16:50:53,None,,None,,2005170,0,Camera Functioning,Knee height,,Parallel,,,,,,,2016.01,A TEAM Sampling Unit name,None,
2003020,2016.01-CT-VB-3-8,CT-VB-3-8,-84.08186104,10.25079309,2017-04-05 16:17:03,2017-04-21 20:26:26,None,,None,,2005171,0,Camera Functioning,Knee height,,Parallel,,,,,,,2016.01,A TEAM Sampling Unit name,None,
2003020,2016.01-CT-VB-3-9,CT-VB-3-9,-84.08407201,10.24140015,2017-04-05 15:09:53,2017-05-04 14:59:26,None,,None,,2005172,0,Camera Functioning,Knee height,,Parallel,,,,,,,2016.01,A TEAM Sampling Unit name,None,
